,uID,Verb,Embedding,Context,Target,Prompt,ModalType,MatTense,MatSubjLemma,MatSubjPer,MatSubjNum,Embedding,genre,factive,mean.noTarget,sd.noTarget,Mean,SD,Reponses,gold_label,vote_count,agreement,mean_vote
735,SWBD-192,think,negation,"A: Well, uh, uh, do you ever use the ATM machines? B: No, I never do. My husband does at work just to get cash out, but, uh, I take the checkbook so if I need cash, I just tell him and he gets it out",and I don't even think I know my number.,he knows his number,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.1,0.737864787,"-2, -1, -2, -1, -2, -2, -3, -3, -2, -3",contradiction,10,1.000000,-2.100000
737,SWBD-194,think,negation,"A: And I don't think that's right. I think we should do what Europe does and include cultural activities in our school system. B: Oh, likewise. A:","I don't think I should have to pay for dancing lessons, gymnastics, piano.",he should have to pay for dancing lessons,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.9,1.523883927,"-2, -3, -2, -1, -3, -2, -3, -2, 2, -3",contradiction,10,0.900000,-1.900000
738,SWBD-195,think,negation,"B: Now see I. A: I'm intrigued by it, but I'm not sure I want to go see it yet. B: Yeah,",I don't think I want to see that either.,she wants to see that,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.5,0.9258201,"-3, -2, 0, -1, -1, -2, -2, -1",contradiction,8,0.875000,-1.500000
739,SWBD-196,think,negation,"A: I'm like, I'll get a job some day and my boss will pay for it, I'll be needed. B: Yeah. A: Because, um, I didn't want to go do it myself",because I didn't think I was really going to use it.,he was really going to use it,,past,I,first,singular,negation,SWBD,no,NA,NA,-2,0.755928946,"-2, -1, -2, -1, -2, -2, -3, -3",contradiction,8,1.000000,-2.000000
740,SWBD-197,think,negation,"A: Do you go to museums in Europe? B: Uh, actually, no,",I don't think I went to any of them.,she went to some of them,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.125,0.353553391,"-2, -2, -2, -2, -2, -2, -2, -3",contradiction,8,1.000000,-2.125000
742,SWBD-199,think,negation,"A: I guess it, would, B: Because you got to, watch them every day, and keep them watered A: yeah.  Uh-huh. B:",and I don't think I'll do it again.,she will do it again,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.3,0.483045892,"-2, -2, -3, -3, -2, -2, -2, -3, -2, -2",contradiction,10,1.000000,-2.300000
743,SWBD-2,say,conditional,"B: I wouldn't be surprised. A: You know, because they don't want to send them to daycare. B:",I doubt if they would say it was too long.,it was too long,,future,they,third,plural,conditional,SWBD,no,NA,NA,-1.545454545,0.687551651,"-1, 0, -2, -1, -2, -2, -2, -2, -2, -2, -1",contradiction,11,0.909091,-1.545455
744,SWBD-20,think,modal,"A: That is the way to do it. I mean, and that's, you know, at least the Air Force is, I do not know, uh, I am nervous in Dallas. I mean, you know, I mean, I go to like an aerobics class or something. And, you know, uh, seventy women in a Jazzercise class in a public, uh, parks and rec building. And you are supposed to feel safe, but then there are all these, does not matter race, but, you know, it is an inter racial mix. And you see these guys standing there watching you jump around in your leotards. B: Yeah. A: And I do not even think that way, but I mean, you just think to yourself, you just, I mean,",nobody can think that it can't happen to them.,it can't happen to them,AB,present,nobody,third,singular,modal,SWBD,no,NA,NA,-2.1,0.994428926,"-1, -3, -3, -3, -2, 0, -2, -2, -3, -2",contradiction,10,0.900000,-2.100000
745,SWBD-200,think,negation,"A: But, uh, uh, I don't understand, I guess, why the schools seem to have such a high dropout rate in the big cities. B: Uh, well, I don't pretend to understand that either. Uh, but I'm not quite sure that it's the kind of thing that ought to be blamed on the schools. But then, again, I'm not quite sure where the blame ought to be put. Uh, because the dropout rate is, in those areas, w-, it's high in those areas where also there's poverty and crime. And they all seem to go together. And it seems like if you could eliminate one of the parts of that circle, where you have the dropout rate and crime and, you know, general poverty kind of conditions, that things ought to get better. So, uh, the other two a-, they're all three social issues and could be addressed by the government in any ways. And clearly, to me, is a kind of government thing to fix but it's just like, I don't expect them to know which part is best to fix just like I don't know. it's a complicated issue.",I still don't think I would blame it directly on the school.,he would blame it directly on the school,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.583333333,0.514928651,"-1, -1, -1, -2, -2, -1, -2, -2, -2, -2, -1, -2",contradiction,12,1.000000,-1.583333
746,SWBD-201,think,negation,"B: She says that when her husband died oh, that my uncle had said that he would never put her in a rest home. So it's kind of, uh, I don't know. I mean, I don't think my parents would but she is getting pretty bad like she has to have like a little toilet right by her bed and, it's, A: Uh-huh. B: and my mom has to take care of her pretty much so it gets, I don't know. it's a hard decision,",but I don't think I would do it to my parents personally.,she would do it to her parents,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.6,1.173787791,"-2, -3, 1, 0, -2, -2, -2, -2, -2, -2",contradiction,10,0.800000,-1.600000
748,SWBD-203,think,negation,"A: Big time there, sure is. B: It surely is. A:",I don't think I'd go to work without a bulletproof vest on myself.,he would go to work without a bulletproof vest,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.3,1.82878223,"2, 2, -1, -2, -3, -3, -2, -2, -2, -2",contradiction,10,0.800000,-1.300000
751,SWBD-206,think,negation,"A: Well, presumably those who find out such information, if they are doing it, I would prefer to not to be known, and, I mean, you know, the classic, oh, I don't know C I  conspiracy theories or whatever, would have such parties trying to do it without your knowledge. So there's,, things that invade that second type of privacy where you do know about them and possibly things that invade that second type of privacy without you knowing about it, and I can't talk about the second one other than to generate paranoia. It's a surmise and, I'd like to think that it's quite low, at least in this country. B: to surmise. It is there. A:",I don't think I'd like the KGB monitoring my phone or anything like that.,he would like the KGB monitoring his phone,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.5,0.534522484,"-3, -3, -2, -2, -3, -3, -2, -2",contradiction,8,1.000000,-2.500000
753,SWBD-208,think,negation,"A: and I'm saying to myself, well, you know, you dump your little turnip off to, uh, you know, this child care place and they don't pay very much and why would they be interested in your little turnip unless, you know, one of the motivations in the hidden agenda is well that's somebody to molest, you know. B: Uh-huh. A: And, uh, that's a terrible kind of thing",and I don't think my children have ever been subject to that,her children have been subject to that,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.555555556,0.726483157,"-2, -2, -1, -2, -1, -2, -2, 0, -2",contradiction,9,0.888889,-1.555556
754,SWBD-209,think,negation,"B: That might be kind of tough, huh. A: It really would, yes, yes, and like I said, my sister's still in it,","and I really don't think my mother'd want to be there, either.",his mother would want to be there,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.166666667,0.577350269,"-2, -2, -2, -2, -3, -3, -2, -2, -3, -2, -2, -1",contradiction,12,1.000000,-2.166667
756,SWBD-210,think,negation,"A: and they kind of are in different spectrums, I think. Um, one of them is Quantum Leap B: Okay. A: and the other one is Night Court. And I think they're real different",", I mean, I don't think they have anything in common,",Quantum Leap and Night Court have anything in common,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.555555556,0.527046277,"-3, -2, -2, -3, -3, -3, -2, -2, -3",contradiction,9,1.000000,-2.555556
757,SWBD-211,think,negation,"B: I mean, you can't guarantee that they wouldn't escape from prison and do it again. A: Right.  And then do it all over again.  Uh-huh. B:",And I don't think that rehabilitation is effective.,rehabilitation is effective,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.125,0.353553391,"-2, -2, -2, -2, -3, -2, -2, -2",contradiction,8,1.000000,-2.125000
758,SWBD-212,think,negation,B: I'll give it that. It is fun to play. If you don't value your very much. A: You've played it then? B:,"But, you know, I don't think rugby will ever be professional",rugby will be professional,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.272727273,0.646669791,"-2, -1, -2, -2, -2, -2, -3, -3, -3, -3, -2",contradiction,11,1.000000,-2.272727
759,SWBD-213,think,negation,"B: Oh, well that's good. A: but she really doesn't.","Nobody thought she would adjust,",she would adjust,,past,nobody,third,singular,negation,SWBD,no,NA,NA,-2.444444444,1.013793755,"0, -3, -2, -3, -2, -3, -3, -3, -3",contradiction,9,0.888889,-2.444444
762,SWBD-216,think,negation,"B: What am I afraid of? A: Yes. B: Um, I don't know if I'm really afraid of spending too much.","I just, uh, don't think that I need them, you know.",she needs them,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.9,0.737864787,"-2, -2, -2, -3, -2, -2, -2, -2, -2, 0",contradiction,10,0.900000,-1.900000
763,SWBD-217,know,negation,"A: That's fairly interesting. B: I bet that would be, rather interesting. Uh, that's, uh, self improvement, well, that's kind of a hobby but it is self improvement from the standpoint of probably relaxing, uh. A: Yeah,",I don't know that I read anything strictly labeled self improvement.,she reads anything strictly labeled self improvement,,present,I,first,singular,negation,SWBD,yes,NA,NA,-1.5,0.707106781,"-2, 0, -2, -1, -2, -1, -2, -1, -2, -2",contradiction,10,0.900000,-1.500000
764,SWBD-218,feel,negation,"A: So that's not too bad. B: No, uh, I really think that, here in Indiana at least we pay uh, just too much tax. I worked in a factory, uh, last summer and, on the average, I was losing twenty percent of every paycheck to taxes",and I don't feel that I really get a whole lot of return from that.,she really gets a whole lot of return from taxes,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.222222222,0.971825316,"-3, -3, -2, -2, 0, -3, -2, -2, -3",contradiction,9,0.888889,-2.222222
765,SWBD-219,say,negation,"B: They're seen as senile. A: and oh, the old-timer made with the old way and nobody respects the traditions. And, you know, it's","I, I'm not saying that I do either",she respects the traditions either,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.5,0.9258201,"-3, -2, -1, -2, 0, -2, -1, -1",contradiction,8,0.875000,-1.500000
766,SWBD-22,swear,modal,"A: They might be, but not at the human factors level. they're, B: Well, I heard it on the news today,",I could swear it was IBM.,it was IBM,AB,present,I,first,singular,modal,SWBD,no,NA,NA,2.1,0.875595036,"1, 2, 1, 3, 3, 3, 3, 2, 1, 2",entailment,10,1.000000,2.100000
768,SWBD-221,feel,negation,"A: But, uh, B: Okay.  Uh, uh, I've had one or two American cars I think, and they were okay. I had a Pontiac once and I never had a problem with it, but, uh, my mother had a Dodge at one point and I had driven it a few times","and I really did not feel that I would buy a Dodge just from,",she would buy a Dodge,,past,I,first,singular,negation,SWBD,no,NA,NA,-2.375,0.51754917,"-2, -2, -2, -3, -2, -3, -2, -3",contradiction,8,1.000000,-2.375000
769,SWBD-222,think,negation,"B: there's, and you just miss the little things, A: Yeah. B: and, uh, A:","Well, I do not think I would put her in day care for joint, situation right now, unless it was like one other child with a person.",she would put her in day care right now,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.75,0.88640526,"-1, -1, -1, -3, -2, -3, -2, -1",contradiction,8,1.000000,-1.750000
