index,uID,Context,Target,mean_vote
888,SWBD-330,"A: Yeah, that's true. B: But, I have been watching these houses go up and I don't, well, somebody was telling me, I know somebody who lives back there, I have always questioned the quality of construction",and I don't think they exceed more than twelve nails per house.,-1
892,SWBD-334,"A: Uh-huh. Yeah, but on the other hand, you know, if they would have had a hard time retaliating because you know, they wouldn't have been given access to the friend or foe codes. B: I see. A: through, you know, two enemies. B:","Oh, you don't think they got the codes from the US already?",0.5
893,SWBD-335,"B: Uh, that's, came out around the first of the year. A: Okay, okay. Because I had done capital packages for two eighty-sixes and three eighty-sixes,",but I didn't know they had a four eighty-six just yet.,0
894,SWBD-336,"A: it could still happen then. B: Yeah, that's true, but you'd be surprised also how, much people watch you that even not, uh, participating in any type crime. I guess there was one case, I was surprised, uh, so happened this person worked at the same place, I work for Georgia Tech and they work at the same place I did,",but I didn't know that they had been watching me,0.875
895,SWBD-337,"B: Yeah. That's what I was going to say. It's the chicken and the egg thing. I wonder, I mean, a lot of times people literally tear apart their own schools vandalism wise, A: Right. B: and you get, I mean, it's been a while since I been in high school. They're even in grade school when they do that. But I can't remember exactly what goes through their head when they're doing that.","But you got to think in a way it's kind of a outward showing of that they don't think they have a chance of doing anything, and take it out on the school.",0.3
897,SWBD-339,"A: The flavor is better I think in between. B: Oh, in between the size wise yeah, A: Yes, yeah. B: yeah. A: Uh-huh. My mother, B:","Well, my mother doesn't think they have any flavor the way I cook them.",-0.16666666666666666
898,SWBD-34,"A: Um, my sense is that something may just have been done about it by congressmen just what went into the something about the random dialers that just dial phone numbers. B: Uh-huh. A: I guess in some cases they just consider pickup your phone and not let you use your phone for a while whether you hang up on them or not. B: Uh-huh. A:","Um, but I thought I saw something about it having some kind of provision that people could specify that their phones were not for commercial using",0.6666666666666666
899,SWBD-340,"B: And the hand eye coordination and it takes a certain skill to play hockey. Not everybody can play hockey. A: Yeah. B: So we, and that's, we're a big hockey area up here, I bet up here in New England as well as, you know, in the Minnesota area A: Really. B: but, A:",I don't even think we have that in Texas.,-1.1
900,SWBD-341,"A: Well, church softball leagues, so, B: Uh-huh. A: they're not all boys and right now we don't have a girls' league because I'm the one that's supposed to start one and I just haven't gotten around to doing it. I keep saying we need to have one. They go, okay, then start one. But everybody wants to do it but, you know, God's sitting on my heart and I just hadn't gotten around to doing it, so they could really only have four members on the team. I think they only have four boys.",I don't even think they have but two old enough to play yet.,-0.2
902,SWBD-343,"A: Because they're, I guess that falls, and one of my other favorite shows is Sesame Street because of the kids. I like that real well. B: Right, well, when my kids were little, I did have a TV set and I did watch a lot of Sesame Street and a lot of Electric Company, as well. A:",I don't think they have that on anymore.,-1.25
905,SWBD-346,"A: And I think that, it's one thing to, uh, voluntarily give it because someone asks. You can always refuse but it's another thing where it's required by law and then they go ahead and take that information and sell it to somebody. You know, B: Right. Uh, That, A:",I don't think they have the right to do that.,-1.625
906,SWBD-347,"B: And you know, we had all the necessities, so. And I very seldom use a credit card on necessities. I always use it for something I want not something I need. A: Exactly. B: So, A: Yeah, my parents are really good about not using credit cards. They are against it. B: Yeah. A:",I don't think they like the fact that I have one either.,-1.5
913,SWBD-353,"A: Do you think they should spend more? B: Uh, I think they should, actually, although perhaps not an incredible amount more than what they're doing,","and I don't necessarily think that they should, uh, fund AIDS research and, in the process, neglect cancer research or whatever.",-0.625
918,SWBD-358,"B: I'm sorry. B: Well, I'm in Texas. I just assumed that I had, this is the first call I've done, A: Uh-huh. B:","and, I didn't realize that they were going to reach out to people from, all over the country.",-0.2
921,SWBD-360,"B: And I've always been very impressed with the Taurus. It's a really nice car. I think, it's a stylish car both inside and out. It's comfortable to drive. Uh, reasonable performance, and this is out in California where they don't make a car that's got reasonable performance anymore. A: Yeah. B: Uh, I've been real impressed with that. Yo-,","and I didn't realize that they were putting dual, uh, air bags in that car now.",1
924,SWBD-363,"A: Right or wrong? B: Uh, okay, right or wrong, I don't think we can determine whether we were right or wrong, because, you're having to deal with, again, uh, I think we could have made a different agreement back in the late forties era that would have kept of there. A: Uh-huh. ","Uh, you know, I didn't realize that we'd signed some type of deal like that.",0.09090909090909091
927,SWBD-366,"A: Yeah, huh-uh, and especially not in some of these big cities, like in Dallas I mean they've had, they're up in the top five I think of cities that are getting policeman killed in the line of duty and that's really sad. B: it really is. And I mean, they're the first ones that take the brunt of everything. A: Uh-huh. B:","You know, and I'm not saying that they're all good either, because there's good and bad in everything,",-1.6666666666666667
